34.5420335610844,-117.422363192987,"1Adelanto"
34.1532205671499,-118.763221453977,"2Agoura Hill"
37.7631787341942,-122.256918504235,"3Alameda"
37.890027719527,-122.297196799389,"4Albany"
34.0855539231154,-118.13481391624,"5Alhambra"
33.5792030617441,-117.728700979997,"6Aliso Viejo"
41.4888088240073,-120.546067603453,"7Alturas"
38.419345395384,-120.82514780937,"8Amador City"
38.1672761396878,-122.25267417286,"9American Ca"
33.8326800980295,-117.906429007141,"10Anaheim"
40.452212217728,-122.297394765748,"11Anderson"
38.0733656232803,-120.552076392157,"12Angels"
37.985210557324,-121.799059070401,"13Antioch"
34.5028985509817,-117.214881293486,"14Apple Vall"
34.1312482396393,-118.040793436367,"15Arcadia"
40.8776780962582,-124.081985424241,"16Arcata"
35.1202513147663,-120.589751607993,"17Arroyo Gra"
33.8674790670298,-118.079808871084,"18Artesia"
35.1999025482928,-118.833533409188,"19Arvin"
35.4822482773126,-120.668690888421,"20Atascadero"
37.4564030088536,-122.200703204171,"21Atherton"
37.3543338274452,-120.596324852208,"22Atwater"
38.8958025963148,-121.074771823288,"23Auburn"
33.3420006776704,-118.328212678208,"24Avalon"
35.9946199213286,-120.127477494915,"25Avenal"
34.1291168379704,-117.904657768434,"26Azusa"
35.346326667293,-119.048512586663,"27Bakersfiel"
34.0835559551222,-117.970694689268,"28Baldwin Pa"
33.9276073802665,-116.900756207958,"29Banning"
34.885777376855,-117.017882361769,"30Barstow"
33.941910627442,-116.983459471795,"31Beaumont"
33.9753400465942,-118.186438146545,"32Bell"
33.9667162483176,-118.155870562318,"33Bell Garde"
33.8867253041615,-118.12789796382,"34Bellflower"
37.5170166090834,-122.293940156718,"35Belmont"
37.873975958465,-122.466270515857,"36Belvedere"
38.0686238421859,-122.162244996599,"37Benicia"
37.8699825495673,-122.270475753598,"38Berkeley"
34.0701043894348,-118.396218732979,"39Beverly Hi"
34.2420980426654,-116.897490613569,"40Big Bear L"
39.4147383914387,-121.709737379465,"41Biggs"
37.3642189205947,-118.395105733198,"42Bishop"
40.8817790619707,-123.987419017747,"43Blue Lake"
33.5979995103373,-114.701841804554,"44Blythe"
34.1492688281863,-117.966333959937,"45Bradbury"
32.9783415150059,-115.534553031071,"46Brawley"
33.9239527767726,-117.886001967767,"47Brea"
37.9370729591772,-121.714190497633,"48Brentwood"
37.6846957339143,-122.40512763182,"49Brisbane"
34.6158517766194,-120.195553573266,"50Buellton"
33.8551868402457,-118.004504463123,"51Buena Park"
34.1801732887089,-118.324712415226,"52Burbank"
37.5834575597041,-122.365325979197,"53Burlingame"
34.142979835401,-118.666608663174,"54Calabasas"
32.6800980741194,-115.49121141389,"55Calexico"
35.1286301481146,-117.953252052487,"56California"
33.9897535543203,-117.043371259607,"57Calimesa"
33.1433164711738,-115.500195588563,"58Calipatria"
38.5821450639863,-122.581897469434,"59Calistoga"
34.2263093493729,-119.029327677705,"60Camarillo"
37.2813870674541,-121.954788966115,"61Campbell"
33.6841199652998,-117.257511279873,"62Canyon Lak"
36.9766693026977,-121.955285155122,"63Capitola"
33.1234964701864,-117.285683505171,"64Carlsbad"
36.5544465952087,-121.921093130758,"65Carmel-by-"
34.3992167095764,-119.517249256048,"66Carpinteri"
